Id,distance,Data/CP17/4MHA-4CNN_split.rels,Data/CP17/TEES_split.rels
d402.s2.12.21,9,FP,FP
d402.s2.12.23,11,FP,FP
d402.s2.12.25,13,FP,FP
d402.s4.18.33,15,FP,FP
d402.s4.20.33,13,TP,TP
d402.s4.22.33,11,TP,TP
d402.s4.3.18,15,FP,FP
d402.s4.3.20,17,FP,FP
d402.s4.3.22,19,FP,FP
d402.s4.7.18,11,FP,FP
d402.s4.7.20,13,TP,TP
d402.s4.7.22,15,TP,TP
d402.s6.7.11,4,FP,FP
d402.s6.7.9,2,FP,FP
d402.s7.6.10,4,TP,TP
d402.s7.6.8,2,TP,TP
d402.s8.13.25,12,FP,-
d402.s8.25.28,3,TP,-
d402.s8.6.13,7,TP,TP
d402.s8.6.15,9,TP,TP
d402.s8.6.28,22,FP,-
d404.s0.0.6,6,FP,FP
d404.s8.5.8,3,FP,FP
d407.s10.28.35,7,FP,FP
d407.s7.15.23,8,TP,TP
d408.s0.0.9,9,FP,FP
d408.s12.0.11,11,-,FP
d408.s14.5.8,3,FP,FP
d408.s15.3.14,11,FP,FP
d408.s9.2.10,8,FP,FP
d408.s9.2.12,10,FP,FP
d409.s11.5.15,10,TP,TP
d409.s7.19.22,3,FP,-
d409.s7.22.28,6,FP,FP
d409.s7.9.28,19,-,FP
d409.s9.3.11,8,FP,FP
d409.s9.3.13,10,FP,FP
d409.s9.3.19,16,FP,FP
d409.s9.3.21,18,FP,FP
d409.s9.3.9,6,FP,FP
d41.s4.39.42,3,FP,FP
d41.s4.39.46,7,FP,FP
d41.s6.2.14,12,FP,FP
d41.s6.2.24,22,FP,FP
d417.s0.0.6,6,FP,FP
d417.s4.9.15,6,FP,FP
d417.s5.7.18,11,FP,FP
d417.s5.7.20,13,FP,FP
d417.s5.7.22,15,FP,FP
d417.s6.12.20,8,FP,FP
d417.s6.12.22,10,FP,FP
d417.s7.6.21,15,FP,FP
d419.s0.3.10,7,FP,FP
d419.s0.3.17,14,FP,FP
d419.s0.3.9,6,FP,FP
d420.s4.7.35,28,-,FP
d422.s4.34.48,14,TP,TP
d422.s4.34.51,17,TP,TP
d423.s0.9.15,6,FP,FP
d425.s2.21.24,3,TP,-
d425.s6.21.27,6,FP,FP
d425.s6.23.27,4,FP,FP
d426.s5.16.37,21,TP,TP
d427.s4.6.15,9,-,TP
d427.s4.9.15,6,-,TP
d428.s14.17.20,3,TP,TP
d428.s5.0.7,7,TP,TP
d428.s6.11.14,3,TP,-
d429.s10.8.16,8,TP,TP
d429.s3.2.8,6,TP,TP
d429.s4.18.25,7,TP,-
d429.s4.20.25,5,TP,-
d43.s2.30.38,8,TP,-
d43.s6.24.25,1,FP,FP
d43.s7.12.20,8,FP,FP
d43.s7.20.21,1,FP,FP
d43.s7.20.30,10,FP,FP
d43.s8.6.7,1,FP,FP
d431.s0.2.4,2,FP,FP
d431.s0.2.6,4,FP,FP
d431.s3.0.19,19,FP,FP
d431.s3.0.22,22,FP,FP
d431.s3.0.34,34,FP,-
d431.s3.5.19,14,FP,FP
d431.s5.0.5,5,FP,FP
d431.s5.0.7,7,FP,FP
d435.s10.3.10,7,FP,FP
d435.s10.3.5,2,FP,FP
d435.s11.3.11,8,FP,FP
d435.s11.3.14,11,FP,FP
d435.s11.3.17,14,FP,FP
d435.s11.3.21,18,FP,FP
d435.s11.3.26,23,FP,-
d435.s11.3.9,6,FP,FP
d435.s13.12.15,3,FP,-
d435.s3.0.6,6,FP,FP
d435.s3.2.6,4,FP,FP
d436.s1.0.13,13,TP,TP
d436.s1.0.15,15,TP,TP
d436.s1.0.19,19,TP,TP
d436.s1.0.21,21,TP,TP
d436.s1.2.13,11,TP,TP
d436.s1.2.15,13,TP,TP
d436.s1.2.19,17,TP,TP
d436.s1.2.21,19,TP,-
d436.s1.4.13,9,TP,TP
d436.s1.4.15,11,TP,TP
d436.s1.4.19,15,TP,TP
d436.s1.4.21,17,-,TP
d436.s3.18.23,5,FP,-
d436.s3.23.43,20,TP,-
d437.s0.2.4,2,FP,FP
d437.s1.7.19,12,-,FP
d437.s1.7.21,14,-,FP
d440.s0.2.7,5,FP,FP
d440.s3.3.16,13,FP,FP
d440.s3.6.16,10,FP,FP
d444.s0.1.14,13,-,FP
d444.s0.1.17,16,FP,FP
d444.s10.4.17,13,FP,FP
d444.s10.4.20,16,FP,FP
d444.s2.5.18,13,FP,FP
d444.s3.0.14,14,FP,FP
d444.s3.0.19,19,FP,FP
d444.s3.0.21,21,FP,FP
d444.s3.0.9,9,FP,FP
d444.s9.2.15,13,FP,FP
d446.s0.5.8,3,TP,TP
d446.s1.18.20,2,FP,FP
d446.s1.18.22,4,FP,FP
d446.s1.8.12,4,TP,-
d446.s2.7.12,5,FP,FP
d446.s2.9.12,3,FP,FP
d446.s3.3.14,11,FP,FP
d446.s3.3.16,13,FP,FP
d446.s3.3.18,15,FP,FP
d446.s3.3.20,17,FP,FP
d446.s3.3.22,19,FP,FP
d446.s3.3.24,21,FP,FP
d446.s3.3.27,24,-,FP
d446.s3.3.29,26,-,FP
d446.s4.2.4,2,FP,FP
d446.s4.2.6,4,FP,FP
d446.s5.52.63,11,FP,FP
d446.s5.52.65,13,FP,FP
d446.s6.3.7,4,FP,-
d446.s8.12.16,4,FP,FP
d45.s0.5.10,5,FP,FP
d45.s0.5.15,10,TP,TP
d45.s2.15.19,4,TP,TP
d45.s2.5.19,14,FP,FP
d45.s3.2.17,15,TP,-
d45.s4.23.26,3,TP,TP
d45.s4.23.42,19,TP,-
d45.s9.3.13,10,TP,TP
d45.s9.3.8,5,FP,FP
d450.s0.7.22,15,FP,FP
d450.s0.7.24,17,FP,FP
d450.s0.9.22,13,FP,FP
d450.s0.9.24,15,FP,FP
d450.s7.4.18,14,FP,FP
d450.s8.2.10,8,FP,FP
d450.s8.2.8,6,FP,FP
d451.s4.3.5,2,FP,FP
d451.s4.5.10,5,FP,FP
d451.s4.5.13,8,FP,FP
d451.s4.5.15,10,FP,FP
d451.s4.5.21,16,FP,FP
d451.s6.15.25,10,FP,FP
d451.s6.16.25,9,FP,FP
d451.s6.18.25,7,FP,FP
d451.s6.20.25,5,FP,FP
d451.s6.4.25,21,FP,FP
d454.s0.4.10,6,TP,TP
d454.s1.10.14,4,TP,TP
d454.s1.10.28,18,TP,-
d455.s1.6.19,13,-,FP
d458.s1.4.15,11,FP,FP
d458.s1.4.30,26,-,FP
d458.s1.4.38,34,-,FP
d459.s0.0.10,10,FP,FP
d459.s0.0.21,21,FP,FP
d459.s0.0.8,8,FP,FP
d459.s0.2.10,8,FP,FP
d459.s0.2.21,19,FP,FP
d459.s0.2.8,6,FP,FP
d459.s1.20.27,7,FP,FP
d459.s1.22.27,5,FP,FP
d461.s0.0.11,11,FP,FP
d461.s10.6.17,11,FP,-
d461.s10.6.23,17,FP,-
d461.s5.5.16,11,FP,FP
d461.s5.5.19,14,FP,FP
d461.s6.7.12,5,FP,FP
d461.s7.6.10,4,TP,TP
d461.s7.6.14,8,TP,TP
d462.s0.0.20,20,FP,FP
d462.s0.0.24,24,FP,FP
d462.s10.4.27,23,FP,-
d462.s10.4.28,24,FP,FP
d462.s7.5.14,9,TP,TP
d462.s7.5.18,13,FP,FP
d462.s9.14.17,3,FP,FP
d462.s9.14.24,10,-,FP
d462.s9.2.8,6,-,FP
d464.s0.9.16,7,FP,-
d464.s3.37.40,3,FP,-
d464.s4.8.18,10,FP,FP
d464.s5.1.11,10,FP,FP
d464.s5.1.14,13,FP,FP
d464.s5.1.19,18,FP,FP
d464.s5.1.29,28,FP,-
d464.s5.1.4,3,TP,TP
d464.s5.1.9,8,FP,FP
d464.s6.20.25,5,FP,FP
d464.s6.22.25,3,FP,FP
d464.s7.0.4,4,FP,FP
d464.s8.2.9,7,FP,-
d465.s5.21.33,12,FP,-
d466.s0.10.13,3,FP,FP
d466.s1.5.12,7,FP,FP
d466.s1.5.15,10,FP,FP
d468.s0.1.23,22,TP,-
d468.s0.1.4,3,FP,FP
d468.s3.20.22,2,FP,FP
d468.s3.20.24,4,FP,FP
d468.s3.41.48,7,TP,-
d468.s6.17.25,8,FP,FP
d468.s6.17.27,10,FP,-
d468.s6.2.17,15,FP,FP
d468.s7.2.19,17,FP,-
d468.s8.3.15,12,TP,TP
d468.s8.3.5,2,FP,FP
d468.s9.11.15,4,FP,FP
d469.s1.1.14,13,TP,TP
d469.s1.4.14,10,TP,-
d469.s4.21.24,3,TP,TP
d469.s4.53.56,3,TP,TP
d469.s4.9.12,3,TP,TP
d469.s4.9.14,5,TP,TP
d469.s5.31.37,6,TP,TP
d469.s5.31.44,13,-,TP
d47.s1.0.18,18,FP,FP
d47.s1.0.8,8,FP,FP
d471.s10.12.31,19,-,FP
d471.s10.27.31,4,TP,TP
d471.s10.4.12,8,FP,FP
d471.s12.0.24,24,FP,FP
d471.s12.0.25,25,FP,FP
d471.s12.0.7,7,FP,FP
d471.s7.0.4,4,FP,-
d471.s7.0.6,6,FP,-
d471.s7.4.17,13,FP,FP
d471.s7.4.22,18,FP,FP
d471.s7.6.17,11,FP,FP
d471.s7.6.22,16,FP,FP
d471.s9.7.17,10,FP,FP
d471.s9.7.20,13,FP,FP
d471.s9.7.22,15,FP,FP
d471.s9.9.17,8,FP,FP
d471.s9.9.20,11,FP,FP
d471.s9.9.22,13,FP,FP
d473.s1.1.11,10,TP,TP
d473.s1.1.14,13,TP,TP
d473.s1.4.11,7,TP,TP
d473.s1.4.14,10,TP,TP
d473.s2.3.9,6,FP,FP
d474.s5.2.10,8,TP,TP
d474.s5.2.12,10,FP,FP
d474.s5.2.15,13,TP,TP
d474.s5.2.17,15,TP,TP
d474.s5.2.23,21,TP,TP
d474.s5.2.24,22,TP,TP
d474.s5.2.33,31,FP,FP
d474.s8.2.11,9,TP,TP
d474.s8.2.17,15,FP,FP
d475.s1.5.11,6,TP,-
d475.s8.12.22,10,TP,-
d475.s8.18.22,4,TP,TP
d475.s9.10.16,6,FP,-
d475.s9.16.22,6,FP,FP
d475.s9.16.24,8,FP,FP
d475.s9.18.22,4,FP,FP
d475.s9.18.24,6,FP,FP
d475.s9.2.10,8,FP,FP
d475.s9.7.10,3,TP,TP
d476.s10.15.34,19,FP,FP
d476.s10.17.34,17,FP,FP
d476.s10.6.15,9,FP,FP
d476.s10.6.17,11,-,FP
d476.s3.5.15,10,FP,FP
d476.s3.7.15,8,FP,FP
d476.s7.15.21,6,FP,FP
d476.s8.7.18,11,-,FP
d476.s8.7.21,14,-,FP
d478.s0.2.11,9,TP,TP
d478.s0.4.11,7,-,TP
d478.s0.5.11,6,-,TP
d478.s9.3.13,10,-,FP
d478.s9.3.15,12,FP,FP
d478.s9.3.18,15,-,FP
d478.s9.3.9,6,FP,FP
d481.s3.11.14,3,TP,TP
d481.s3.11.16,5,TP,TP
d481.s3.11.25,14,TP,TP
d481.s3.11.28,17,TP,-
d481.s3.5.14,9,TP,TP
d481.s3.5.16,11,TP,TP
d481.s3.5.25,20,TP,TP
d481.s3.5.28,23,TP,-
d481.s3.9.14,5,TP,TP
d481.s3.9.16,7,TP,TP
d481.s3.9.25,16,TP,TP
d481.s3.9.28,19,TP,-
d481.s8.0.7,7,TP,TP
d484.s0.2.12,10,FP,FP
d484.s1.1.10,9,TP,TP
d484.s1.4.10,6,TP,TP
d485.s0.13.17,4,FP,FP
d485.s1.9.15,6,FP,FP
d488.s1.0.16,16,TP,-
d49.s6.0.11,11,TP,TP
d49.s6.0.14,14,TP,TP
d49.s6.0.18,18,FP,FP
d49.s6.0.21,21,FP,FP
d49.s6.2.11,9,TP,TP
d49.s6.2.14,12,TP,TP
d49.s6.2.18,16,FP,FP
d49.s6.2.21,19,FP,-
d49.s7.0.26,26,TP,TP
d49.s7.0.30,30,TP,TP
d49.s7.0.4,4,TP,TP
d491.s6.21.23,2,FP,FP
d493.s1.1.8,7,TP,TP
d496.s10.3.7,4,FP,FP
d496.s7.2.29,27,FP,FP
d497.s10.3.7,4,TP,TP
d498.s4.9.56,47,FP,-
d5.s0.0.7,7,FP,-
d5.s1.2.15,13,FP,FP
d5.s1.2.17,15,FP,FP
d5.s6.18.22,4,FP,FP
d50.s1.20.23,3,FP,FP
d50.s1.20.25,5,FP,FP
d50.s1.20.27,7,FP,FP
d50.s2.23.33,10,FP,FP
d50.s2.33.36,3,FP,FP
d50.s2.33.38,5,FP,FP
d50.s5.62.73,11,-,FP
d50.s5.73.78,5,FP,FP
d50.s5.73.80,7,-,FP
d506.s3.12.23,11,FP,FP
d506.s3.12.30,18,FP,-
d506.s3.2.23,21,FP,FP
d506.s3.2.30,28,FP,-
d506.s3.5.23,18,FP,FP
d506.s3.5.30,25,FP,-
d506.s4.4.10,6,TP,TP
d506.s4.4.21,17,FP,-
d506.s4.4.23,19,FP,-
d506.s4.6.10,4,TP,TP
d506.s4.6.21,15,FP,-
d506.s4.6.23,17,FP,FP
d510.s4.3.16,13,FP,FP
d510.s4.3.18,15,FP,FP
d510.s4.5.16,11,FP,FP
d510.s4.5.18,13,FP,FP
d510.s6.2.23,21,FP,FP
d510.s6.2.25,23,FP,FP
d510.s7.10.14,4,FP,FP
d510.s7.14.24,10,FP,FP
d510.s7.14.26,12,FP,FP
d510.s7.24.38,14,FP,FP
d510.s7.26.38,12,FP,FP
d511.s0.5.12,7,FP,FP
d511.s0.5.14,9,FP,FP
d511.s1.3.12,9,FP,FP
d516.s6.5.16,11,-,FP
d516.s6.5.18,13,-,FP
d516.s6.5.20,15,-,FP
d516.s6.7.16,9,-,FP
d516.s6.7.18,11,-,FP
d516.s6.7.20,13,-,FP
d519.s3.8.14,6,FP,-
d52.s1.1.18,17,FP,FP
d52.s1.1.20,19,FP,FP
d52.s2.0.12,12,FP,FP
d521.s7.14.17,3,FP,FP
d522.s3.37.39,2,-,TP
d522.s9.6.8,2,TP,TP
d524.s10.25.26,1,FP,FP
d524.s7.11.16,5,TP,TP
d524.s7.9.16,7,TP,TP
d524.s9.15.26,11,FP,-
d524.s9.15.29,14,FP,-
d524.s9.15.32,17,FP,-
d525.s0.2.6,4,FP,FP
d525.s1.0.14,14,FP,FP
d525.s1.0.26,26,FP,FP
d525.s1.0.31,31,FP,FP
d525.s1.12.14,2,FP,FP
d525.s1.12.26,14,FP,FP
d525.s1.12.31,19,FP,FP
d525.s1.3.14,11,FP,FP
d525.s1.3.26,23,FP,FP
d525.s1.3.31,28,FP,FP
d525.s1.5.14,9,FP,FP
d525.s1.5.26,21,FP,FP
d525.s1.5.31,26,FP,FP
d525.s12.13.21,8,-,FP
d53.s0.0.18,18,FP,FP
d53.s5.0.15,15,FP,FP
d53.s6.26.28,2,TP,TP
d53.s6.26.38,12,FP,-
d53.s6.26.41,15,FP,-
d530.s7.12.15,3,FP,FP
d530.s7.7.15,8,FP,FP
d531.s2.0.11,11,FP,FP
d531.s2.2.11,9,FP,FP
d531.s9.12.39,27,-,FP
d536.s11.23.28,5,TP,TP
d536.s11.4.15,11,FP,FP
d536.s11.4.17,13,FP,FP
d536.s11.4.28,24,FP,FP
d536.s11.8.15,7,-,TP
d536.s11.8.17,9,-,TP
d536.s13.11.30,19,-,TP
d536.s13.11.32,21,-,TP
d536.s8.0.11,11,TP,TP
d536.s8.0.18,18,FP,-
d536.s8.0.6,6,TP,TP
d536.s8.0.8,8,TP,TP
d536.s9.0.7,7,TP,TP
d537.s5.1.23,22,FP,FP
d537.s5.1.25,24,FP,FP
d538.s0.5.9,4,FP,FP
d538.s5.30.34,4,FP,FP
d538.s5.30.36,6,FP,FP
d538.s6.0.16,16,-,TP
d538.s6.16.18,2,TP,TP
d539.s0.5.13,8,FP,-
d539.s3.5.12,7,FP,FP
d539.s3.8.12,4,FP,FP
d54.s0.14.17,3,FP,FP
d54.s3.0.10,10,FP,FP
d54.s3.0.14,14,FP,FP
d54.s3.0.4,4,FP,FP
d54.s4.2.5,3,FP,FP
d541.s4.0.26,26,FP,-
d541.s4.0.3,3,TP,-
d541.s4.20.26,6,FP,FP
d541.s4.22.26,4,FP,FP
d541.s4.3.26,23,FP,FP
d541.s4.6.26,20,FP,FP
d541.s6.4.15,11,TP,TP
d541.s6.8.15,7,TP,TP
d542.s0.0.6,6,TP,TP
d542.s6.1.18,17,FP,FP
d542.s6.1.26,25,TP,TP
d542.s7.8.12,4,TP,TP
d542.s7.8.17,9,TP,TP
d542.s7.8.22,14,TP,TP
d542.s7.8.31,23,FP,FP
d542.s7.8.36,28,FP,-
d544.s5.15.18,3,FP,FP
d544.s5.18.20,2,FP,FP
d544.s5.3.20,17,FP,FP
d544.s8.18.20,2,FP,FP
d544.s8.6.20,14,FP,-
d544.s8.8.20,12,FP,-
d545.s4.11.49,38,-,FP
d545.s4.25.49,24,FP,FP
d545.s4.25.51,26,FP,FP
d545.s4.25.57,32,FP,FP
d545.s4.25.59,34,FP,FP
d545.s4.25.64,39,FP,FP
d545.s4.25.68,43,FP,FP
d545.s4.27.49,22,FP,FP
d545.s4.27.51,24,FP,FP
d545.s4.27.57,30,FP,FP
d545.s4.27.59,32,FP,FP
d545.s4.27.64,37,FP,FP
d545.s4.27.68,41,FP,FP
d545.s4.4.49,45,FP,FP
d545.s4.4.51,47,FP,FP
d545.s4.4.57,53,FP,FP
d545.s4.4.59,55,FP,FP
d545.s4.4.64,60,FP,FP
d545.s4.4.68,64,FP,FP
d545.s4.6.49,43,FP,FP
d545.s6.11.32,21,FP,FP
d545.s6.11.34,23,FP,FP
d545.s6.11.37,26,FP,FP
d550.s4.10.11,1,FP,FP
d550.s4.10.17,7,FP,-
d550.s4.10.26,16,FP,FP
d550.s4.11.16,5,FP,-
d550.s4.16.17,1,FP,FP
d550.s4.16.26,10,FP,FP
d550.s4.5.11,6,TP,TP
d550.s4.5.17,12,FP,-
d550.s4.5.26,21,FP,FP
d550.s5.0.32,32,FP,FP
d550.s5.0.48,48,FP,FP
d550.s5.0.64,64,FP,FP
d550.s5.3.32,29,FP,FP
d550.s5.3.48,45,FP,FP
d550.s5.3.64,61,FP,FP
d550.s5.9.32,23,FP,FP
d550.s5.9.48,39,FP,FP
d550.s5.9.64,55,FP,FP
d550.s6.18.19,1,FP,FP
d550.s6.18.21,3,FP,FP
d550.s6.5.18,13,FP,FP
d550.s6.9.18,9,FP,FP
d551.s1.11.23,12,-,FP
d551.s1.4.21,17,-,FP
d551.s1.4.23,19,-,FP
d551.s1.6.21,15,-,FP
d551.s1.6.23,17,-,FP
d551.s3.3.11,8,-,FP
d551.s3.3.13,10,-,FP
d553.s4.8.24,16,-,FP
d558.s0.5.7,2,TP,TP
d558.s1.4.17,13,TP,TP
d558.s11.11.13,2,TP,TP
d558.s4.21.28,7,TP,-
d559.s0.6.11,5,FP,FP
d559.s0.6.13,7,FP,FP
d559.s1.4.11,7,TP,TP
d56.s0.0.16,16,FP,FP
d56.s0.2.16,14,FP,-
d56.s9.0.2,2,FP,FP
d561.s0.7.9,2,FP,FP
d561.s1.2.7,5,FP,FP
d561.s1.4.7,3,FP,FP
d563.s0.8.13,5,FP,FP
d563.s1.1.13,12,FP,FP
d567.s0.6.12,6,FP,FP
d567.s4.6.13,7,FP,FP
d567.s4.6.19,13,FP,FP
d567.s4.6.26,20,TP,TP
d57.s1.11.15,4,FP,-
d57.s5.6.18,12,TP,TP
d57.s5.6.20,14,TP,TP
d57.s5.8.18,10,TP,TP
d57.s5.8.20,12,TP,TP
d570.s0.6.8,2,FP,FP
d570.s2.8.9,1,FP,FP
d571.s1.9.15,6,TP,TP
d571.s7.3.13,10,FP,FP
d572.s2.47.49,2,TP,TP
d572.s2.47.51,4,TP,TP
d572.s4.8.20,12,FP,FP
d574.s5.5.11,6,FP,FP
d574.s8.6.12,6,TP,TP
d574.s8.6.8,2,TP,TP
d575.s0.13.17,4,TP,-
d575.s1.0.22,22,FP,FP
d575.s1.14.22,8,FP,FP
d575.s7.3.22,19,TP,TP
d576.s4.0.6,6,TP,TP
d576.s4.6.12,6,FP,FP
d576.s4.6.16,10,FP,FP
d576.s4.6.18,12,FP,FP
d576.s4.6.22,16,FP,FP
d576.s4.6.24,18,FP,FP
d576.s4.6.26,20,FP,FP
d576.s4.6.28,22,FP,FP
d576.s4.6.30,24,FP,FP
d576.s4.6.32,26,FP,FP
d576.s4.6.34,28,FP,FP
d576.s4.6.36,30,FP,FP
d576.s4.6.38,32,FP,FP
d576.s4.6.41,35,FP,FP
d577.s1.10.14,4,TP,-
d58.s2.35.38,3,FP,FP
d58.s2.35.50,15,-,FP
d58.s2.38.45,7,-,FP
d58.s2.45.50,5,FP,FP
d58.s7.0.12,12,FP,-
d580.s0.3.12,9,-,FP
d580.s7.23.30,7,FP,FP
d580.s7.23.36,13,FP,FP
d580.s7.23.38,15,FP,FP
d580.s7.25.30,5,FP,FP
d580.s7.25.36,11,FP,FP
d580.s7.25.38,13,FP,FP
d580.s7.28.30,2,FP,FP
d580.s7.28.36,8,FP,FP
d580.s7.28.38,10,FP,FP
d580.s8.1.11,10,FP,FP
d580.s8.1.6,5,FP,FP
d580.s8.1.8,7,FP,FP
d585.s1.4.19,15,TP,TP
d585.s1.4.22,18,TP,TP
d585.s7.8.11,3,FP,FP
d585.s7.8.13,5,FP,FP
d586.s5.33.37,4,TP,TP
d587.s0.10.22,12,FP,FP
d587.s0.8.22,14,FP,FP
d587.s1.6.24,18,FP,FP
d587.s1.6.31,25,FP,FP
d587.s1.6.34,28,FP,FP
d587.s1.9.24,15,FP,FP
d587.s1.9.31,22,FP,FP
d587.s1.9.34,25,FP,FP
d590.s6.6.10,4,FP,FP
d590.s8.4.9,5,TP,-
d591.s7.4.16,12,TP,TP
d591.s7.6.16,10,TP,TP
d593.s0.1.9,8,FP,FP
d593.s10.1.4,3,TP,TP
d593.s10.4.13,9,FP,FP
d593.s10.4.17,13,FP,-
d593.s11.12.14,2,TP,TP
d593.s2.7.15,8,TP,TP
d593.s2.7.24,17,TP,-
d593.s6.1.14,13,FP,FP
d593.s6.1.9,8,FP,FP
d593.s7.28.37,9,FP,FP
d593.s7.28.42,14,FP,FP
d594.s12.6.10,4,FP,FP
d596.s3.16.27,11,FP,FP
d596.s3.16.29,13,FP,FP
d596.s3.16.33,17,FP,FP
d596.s3.16.36,20,FP,FP
d596.s3.47.50,3,TP,TP
d597.s0.0.8,8,FP,FP
d597.s2.17.21,4,FP,FP
d597.s2.7.17,10,FP,FP
d597.s6.4.10,6,FP,FP
d598.s6.85.90,5,FP,FP
d598.s6.85.94,9,-,FP
d599.s4.8.30,22,TP,-
d6.s0.10.12,2,FP,FP
d6.s3.10.12,2,FP,FP
d6.s9.4.8,4,FP,FP
d60.s11.23.26,3,-,FP
d60.s12.17.27,10,FP,FP
d60.s12.17.32,15,FP,-
d60.s6.7.12,5,TP,-
d60.s8.18.29,11,TP,TP
d601.s0.12.14,2,FP,FP
d601.s1.12.25,13,-,FP
d602.s7.0.11,11,FP,FP
d602.s7.0.13,13,FP,FP
d602.s8.1.12,11,-,FP
d602.s8.1.5,4,-,TP
d603.s3.30.33,3,FP,FP
d603.s3.30.35,5,FP,FP
d604.s10.7.16,9,-,TP
d604.s3.12.15,3,TP,TP
d604.s6.3.5,2,TP,TP
d606.s0.6.10,4,FP,FP
d607.s4.19.29,10,FP,-
d607.s4.21.29,8,FP,-
d607.s6.10.22,12,FP,FP
d607.s6.6.10,4,FP,FP
d607.s7.4.14,10,FP,FP
d607.s7.4.18,14,FP,FP
d61.s5.0.10,10,FP,FP
d61.s5.0.6,6,FP,FP
d61.s5.0.8,8,FP,FP
d61.s5.2.10,8,FP,FP
d61.s5.2.6,4,FP,FP
d61.s5.2.8,6,FP,FP
d61.s5.24.33,9,FP,FP
d61.s5.24.35,11,FP,FP
d61.s5.26.33,7,FP,FP
d61.s5.26.35,9,FP,FP
d61.s6.2.5,3,FP,FP
d61.s7.2.5,3,TP,TP
d61.s8.14.17,3,TP,TP
d61.s8.2.5,3,TP,TP
d610.s3.5.10,5,FP,FP
d610.s3.5.12,7,FP,FP
d610.s3.5.16,11,FP,FP
d610.s3.5.18,13,FP,-
d610.s5.18.22,4,FP,FP
d610.s5.18.24,6,FP,FP
d610.s5.18.28,10,FP,FP
d610.s5.18.32,14,FP,-
d610.s5.18.38,20,FP,-
d610.s5.18.40,22,FP,-
d610.s5.18.46,28,FP,FP
d610.s5.18.51,33,FP,FP
d611.s10.6.18,12,FP,FP
d611.s6.6.18,12,-,FP
d615.s9.6.13,7,FP,-
d615.s9.6.18,12,FP,-
d617.s4.0.13,13,TP,TP
d617.s4.0.15,15,TP,TP
d617.s4.0.19,19,TP,TP
d617.s5.8.17,9,FP,FP
d617.s5.8.20,12,FP,FP
d622.s12.3.6,3,TP,TP
d623.s5.11.20,9,FP,-
d626.s14.0.10,10,-,FP
d626.s15.0.6,6,FP,FP
d626.s15.6.12,6,FP,FP
d626.s16.0.11,11,TP,-
d627.s0.3.10,7,FP,FP
d629.s1.1.12,11,TP,TP
d629.s1.3.12,9,TP,TP
d63.s1.12.23,11,TP,-
d63.s1.12.25,13,TP,-
d63.s1.12.28,16,TP,-
d63.s1.14.23,9,TP,-
d63.s1.14.25,11,TP,-
d63.s1.14.28,14,TP,-
d63.s1.2.12,10,FP,FP
d63.s1.2.14,12,FP,FP
d63.s6.5.14,9,FP,FP
d63.s6.5.16,11,FP,FP
d63.s6.5.18,13,FP,FP
d63.s6.5.20,15,FP,FP
d63.s6.5.22,17,FP,FP
d63.s6.5.24,19,FP,FP
d63.s6.5.26,21,FP,FP
d63.s6.5.29,24,FP,FP
d630.s0.14.24,10,FP,FP
d630.s0.18.24,6,FP,FP
d630.s2.10.22,12,FP,-
d630.s2.13.22,9,FP,-
d630.s2.22.29,7,FP,FP
d631.s8.0.11,11,FP,-
d631.s8.0.16,16,FP,-
d631.s8.0.8,8,TP,TP
d633.s5.0.15,15,FP,FP
d633.s5.0.17,17,FP,FP
d633.s5.0.19,19,FP,FP
d633.s5.0.23,23,FP,FP
d633.s5.0.26,26,FP,FP
d633.s5.0.5,5,FP,FP
d633.s6.4.12,8,FP,-
d633.s6.4.14,10,FP,-
d633.s6.4.17,13,FP,-
d633.s6.4.20,16,FP,-
d633.s6.4.23,19,FP,-
d633.s6.4.8,4,FP,FP
d633.s7.2.15,13,FP,FP
d633.s7.2.6,4,FP,FP
d633.s9.4.19,15,FP,FP
d635.s3.3.8,5,FP,FP
d635.s4.3.7,4,FP,FP
d635.s5.2.13,11,FP,FP
d635.s5.2.15,13,FP,FP
d635.s5.2.18,16,FP,FP
d635.s5.2.23,21,FP,FP
d635.s5.2.25,23,FP,FP
d635.s5.2.7,5,FP,FP
d635.s6.2.10,8,FP,FP
d635.s6.2.12,10,FP,FP
d635.s6.2.14,12,FP,FP
d635.s6.2.8,6,FP,FP
d635.s7.3.7,4,FP,FP
d637.s0.3.11,8,FP,FP
d638.s1.11.32,21,FP,FP
d638.s1.9.32,23,FP,FP
d638.s10.2.8,6,TP,-
d638.s8.0.10,10,FP,FP
d638.s8.0.4,4,FP,FP
d638.s8.0.6,6,FP,FP
d639.s9.5.10,5,-,FP
d64.s3.6.21,15,FP,-
d641.s0.0.9,9,FP,FP
d641.s3.3.15,12,FP,FP
d641.s3.5.15,10,FP,FP
d641.s4.0.2,2,FP,FP
d641.s4.0.5,5,FP,FP
d641.s5.2.7,5,FP,FP
d648.s0.10.12,2,FP,FP
d648.s6.7.24,17,FP,FP
d649.s2.4.11,7,FP,FP
d649.s2.4.13,9,FP,FP
d649.s2.4.15,11,FP,FP
d649.s2.4.17,13,FP,FP
d650.s7.2.12,10,FP,FP
d650.s7.2.14,12,FP,FP
d653.s10.14.22,8,FP,-
d653.s10.2.14,12,FP,FP
d653.s10.4.14,10,FP,FP
d653.s9.0.6,6,FP,-
