Id,distance,Data/CP17/4MHA.rels,Data/CP17/TEES.rels
d239.s1.5.11,6,FN,FN
d239.s1.3.18,15,TP,FN
d239.s1.3.9,6,TP,FN
d239.s1.3.11,8,TP,FN
d239.s1.3.16,13,TP,FN
d239.s6.10.35,25,FN,FN
d239.s6.10.37,27,FN,FN
d239.s6.12.35,23,FN,FN
d239.s6.12.37,25,FN,FN
d239.s11.2.13,11,TP,TP
d240.s6.4.8,4,FN,FN
d240.s6.4.11,7,FN,FN
d240.s6.4.14,10,FN,FN
d240.s6.4.16,12,FN,FN
d240.s6.4.18,14,FN,FN
d240.s6.4.23,19,FN,FN
d240.s7.0.6,6,FN,FN
d240.s7.0.4,4,FN,FN
d240.s8.4.17,13,FN,FN
d240.s8.4.30,26,FN,FN
d240.s8.17.23,6,TP,TP
d240.s8.19.23,4,TP,TP
d240.s8.30.34,4,FN,FN
d240.s9.7.13,6,TP,FN
d240.s9.7.16,9,TP,FN
d240.s9.7.19,12,TP,FN
d241.s1.1.12,11,FN,FN
d241.s1.1.9,8,FN,FN
d242.s3.2.10,8,FN,FN
d242.s4.18.24,6,FN,FN
d242.s4.18.30,12,FN,FN
d242.s5.13.22,9,FN,FN
d242.s5.13.18,5,FN,FN
d243.s2.4.11,7,FN,TP
d244.s0.0.6,6,TP,TP
d244.s0.2.6,4,TP,TP
d244.s2.0.13,13,TP,TP
d244.s2.2.13,11,TP,TP
d244.s2.6.13,7,TP,TP
d244.s6.4.27,23,FN,FN
d244.s7.4.14,10,TP,TP
d244.s7.4.18,14,TP,FN
d244.s7.4.23,19,TP,FN
d244.s9.3.7,4,TP,TP
d244.s9.5.7,2,TP,TP
d244.s12.6.11,5,TP,FN
d246.s0.2.11,9,FN,FN
d247.s0.2.17,15,TP,FN
d247.s2.11.24,13,FN,FN
d247.s2.11.14,3,TP,TP
d247.s5.13.19,6,FN,FN
d247.s5.13.15,2,TP,TP
d247.s9.19.21,2,TP,TP
d247.s9.19.24,5,FN,FN
d247.s11.5.23,18,TP,FN
d248.s8.5.21,16,TP,TP
d248.s8.8.21,13,TP,TP
d248.s8.12.21,9,TP,TP
d248.s8.15.21,6,TP,TP
d248.s9.3.10,7,FN,FN
d249.s6.7.21,14,TP,TP
d249.s6.9.21,12,TP,TP
d249.s6.7.18,11,TP,FN
d249.s6.9.18,9,TP,FN
d249.s6.7.19,12,TP,TP
d249.s6.9.19,10,TP,TP
d250.s0.0.24,24,FN,FN
d250.s0.0.18,18,FN,TP
d250.s1.2.4,2,TP,TP
d250.s1.2.9,7,TP,TP
d250.s3.3.12,9,FN,FN
d250.s4.0.21,21,FN,FN
d250.s6.29.59,30,FN,FN
d250.s6.38.59,21,FN,FN
d250.s6.3.5,2,TP,TP
d250.s6.42.48,6,FN,FN
d250.s6.42.50,8,FN,FN
d250.s7.3.10,7,TP,TP
d250.s9.1.12,11,TP,FN
d250.s9.1.9,8,TP,TP
d250.s9.1.19,18,TP,TP
d250.s9.1.6,5,TP,TP
d251.s0.5.12,7,TP,TP
d251.s0.5.10,5,TP,TP
d251.s3.13.16,3,FN,FN
d251.s3.8.20,12,TP,FN
d251.s3.10.20,10,TP,FN
d251.s3.16.20,4,TP,FN
d251.s4.4.10,6,TP,TP
d251.s4.4.12,8,TP,TP
d251.s5.4.13,9,FN,FN
d251.s5.4.20,16,FN,FN
d251.s5.6.13,7,FN,FN
d251.s5.6.20,14,FN,FN
d251.s5.20.23,3,TP,TP
d251.s5.20.25,5,TP,TP
d251.s5.4.8,4,TP,FN
d251.s5.6.8,2,TP,TP
d251.s6.9.12,3,FN,FN
d251.s6.24.27,3,FN,FN
d251.s7.7.9,2,TP,TP
d251.s7.7.15,8,TP,TP
d251.s8.12.27,15,FN,TP
d253.s1.27.42,15,TP,TP
d253.s1.27.36,9,TP,TP
d253.s1.17.27,10,TP,TP
d254.s1.2.22,20,TP,FN
d254.s1.4.22,18,TP,FN
d254.s1.12.22,10,TP,TP
d254.s1.14.22,8,TP,TP
d254.s3.2.15,13,FN,TP
d254.s3.2.23,21,FN,TP
d254.s4.2.21,19,FN,FN
d255.s5.4.7,3,TP,FN
d255.s5.4.9,5,TP,FN
d257.s5.4.5,1,TP,TP
d257.s7.13.16,3,TP,TP
d257.s7.3.13,10,FN,FN
d259.s2.27.35,8,FN,FN
d259.s4.10.30,20,FN,FN
d259.s4.10.24,14,TP,TP
d261.s1.12.19,7,TP,TP
d261.s1.0.19,19,TP,TP
d261.s5.13.37,24,FN,FN
d261.s5.20.37,17,TP,TP
d262.s9.0.18,18,FN,FN
d263.s3.22.26,4,TP,FN
d264.s7.1.31,30,TP,FN
d264.s10.7.15,8,FN,FN
d264.s11.5.21,16,FN,FN
d264.s11.5.15,10,FN,FN
d264.s12.6.13,7,FN,FN
d265.s0.3.16,13,FN,FN
d266.s0.11.13,2,TP,TP
d266.s1.0.34,34,FN,FN
d267.s0.6.14,8,FN,FN
d267.s0.8.14,6,FN,FN
d267.s3.18.38,20,FN,FN
d267.s3.22.38,16,FN,FN
d267.s4.4.18,14,FN,FN
d267.s4.6.18,12,FN,FN
d267.s4.8.18,10,FN,FN
d268.s0.5.8,3,FN,FN
d268.s0.1.8,7,FN,FN
d268.s1.7.20,13,FN,FN
d268.s4.24.27,3,FN,FN
d268.s4.27.38,11,FN,FN
d268.s5.6.12,6,FN,FN
d268.s9.13.16,3,FN,FN
d268.s9.9.16,7,FN,FN
d270.s0.3.9,6,TP,FN
d270.s1.2.9,7,FN,FN
d270.s1.4.9,5,FN,FN
d270.s1.2.19,17,TP,TP
d270.s1.4.19,15,TP,TP
d270.s2.5.18,13,FN,FN
d270.s2.5.9,4,FN,FN
d270.s4.4.10,6,FN,FN
d270.s4.10.26,16,FN,FN
d270.s4.4.13,9,FN,FN
d270.s4.13.26,13,FN,FN
d270.s4.4.17,13,FN,FN
d270.s4.17.26,9,FN,FN
d270.s5.3.10,7,TP,TP
d270.s5.3.23,20,FN,FN
d270.s5.3.26,23,FN,FN
d270.s7.5.7,2,FN,FN
d270.s7.7.13,6,TP,FN
d270.s10.38.39,1,FN,FN
d271.s3.12.29,17,FN,FN
d271.s3.15.29,14,FN,FN
d271.s3.17.29,12,FN,FN
d271.s3.5.12,7,TP,TP
d271.s3.12.29,17,FN,FN
d271.s3.5.15,10,TP,TP
d271.s3.15.29,14,FN,FN
d271.s3.5.17,12,TP,TP
d271.s3.17.29,12,FN,FN
d271.s5.8.16,8,FN,TP
d271.s5.8.23,15,FN,FN
d271.s5.8.31,23,FN,FN
d272.s0.6.9,3,TP,TP
d272.s0.6.12,6,TP,FN
d272.s3.16.18,2,TP,TP
d272.s3.16.20,4,TP,TP
d273.s1.19.23,4,FN,FN
d273.s2.18.21,3,TP,FN
d274.s1.1.10,9,TP,TP
d274.s1.3.10,7,TP,TP
d274.s1.1.7,6,TP,TP
d274.s1.3.7,4,TP,TP
d274.s2.13.14,1,TP,TP
d274.s3.6.8,2,FN,FN
d274.s6.0.11,11,FN,FN
d274.s6.4.11,7,FN,FN
d274.s7.2.7,5,FN,FN
d274.s7.7.20,13,FN,FN
d275.s4.19.27,8,FN,FN
d275.s4.19.27,8,FN,FN
d275.s4.19.29,10,FN,FN
d275.s4.19.29,10,FN,FN
d275.s4.19.32,13,FN,FN
d275.s4.19.32,13,FN,FN
d276.s3.55.79,24,FN,FN
d276.s3.61.79,18,FN,FN
d276.s3.17.39,22,TP,TP
d276.s3.22.39,17,TP,TP
d276.s3.31.39,8,TP,FN
d276.s3.33.39,6,TP,TP
d277.s0.1.11,10,TP,FN
d277.s1.1.18,17,TP,TP
d277.s1.1.20,19,TP,TP
d277.s1.3.18,15,TP,TP
d277.s1.3.20,17,TP,TP
d277.s2.23.36,13,FN,FN
d277.s2.23.42,19,FN,FN
d277.s3.1.14,13,FN,FN
d277.s3.1.25,24,FN,FN
d277.s3.1.33,32,FN,FN
d277.s3.1.47,46,FN,FN
d277.s3.1.49,48,FN,FN
d277.s3.1.52,51,FN,FN
d277.s3.1.56,55,FN,FN
d277.s3.1.65,64,FN,FN
d277.s3.1.67,66,FN,FN
d277.s3.71.76,5,TP,TP
d277.s3.71.78,7,TP,TP
d277.s3.71.80,9,TP,TP
d277.s3.71.84,13,TP,TP
d277.s3.1.30,29,FN,FN
d277.s5.21.25,4,FN,FN
d278.s14.6.15,9,FN,FN
d278.s14.11.15,4,FN,FN
d278.s14.6.17,11,FN,FN
d278.s14.11.17,6,FN,FN
d280.s3.6.11,5,FN,FN
d280.s3.6.13,7,FN,FN
d280.s3.41.53,12,FN,FN
d280.s3.41.53,12,FN,FN
d281.s18.4.17,13,TP,TP
d282.s0.5.13,8,FN,FN
d282.s2.0.9,9,FN,FN
d282.s2.0.11,11,FN,FN
d282.s3.0.10,10,FN,FN
d282.s3.10.16,6,FN,FN
d282.s3.10.19,9,FN,FN
d282.s3.0.27,27,FN,FN
d282.s3.16.27,11,FN,FN
d282.s3.0.30,30,FN,FN
d282.s3.19.30,11,FN,FN
d282.s4.8.19,11,FN,FN
d282.s5.6.27,21,FN,FN
d282.s5.17.27,10,FN,FN
d282.s5.27.35,8,FN,FN
d282.s6.12.16,4,FN,FN
d282.s6.12.20,8,FN,FN
d282.s7.7.10,3,FN,FN
d282.s7.10.15,5,FN,FN
d282.s11.5.13,8,FN,FN
d283.s1.18.27,9,TP,FN
d283.s1.18.29,11,TP,FN
d283.s1.14.27,13,TP,FN
d283.s1.14.29,15,TP,FN
d283.s2.6.26,20,FN,FN
d283.s2.6.28,22,FN,FN
d283.s2.6.31,25,FN,FN
d283.s2.6.33,27,FN,FN
d283.s2.3.6,3,FN,FN
d283.s2.37.42,5,FN,FN
d283.s3.9.10,1,FN,FN
d283.s4.5.24,19,FN,FN
d283.s4.7.24,17,FN,FN
d283.s4.9.24,15,FN,FN
d283.s4.11.24,13,FN,FN
d283.s4.14.24,10,FN,FN
d283.s4.16.24,8,FN,FN
d283.s6.4.11,7,FN,FN
d283.s8.41.44,3,FN,FN
d283.s8.44.47,3,FN,FN
d283.s10.15.31,16,FN,FN
d288.s0.10.13,3,FN,FN
d288.s0.3.13,10,TP,TP
d288.s0.1.13,12,TP,TP
d288.s4.2.13,11,FN,FN
d288.s4.4.13,9,FN,FN
d288.s6.1.22,21,FN,FN
d288.s6.4.22,18,FN,FN
d288.s6.6.22,16,FN,FN
d288.s6.1.12,11,TP,FN
d288.s6.1.14,13,TP,FN
d288.s6.1.18,17,FN,FN
d288.s6.1.22,21,FN,FN
d288.s6.4.12,8,TP,FN
d288.s6.4.14,10,TP,FN
d288.s6.4.18,14,FN,FN
d288.s6.4.22,18,FN,FN
d288.s6.6.12,6,TP,FN
d288.s6.6.14,8,TP,FN
d288.s6.6.18,12,FN,FN
d288.s6.6.22,16,FN,FN
d288.s6.1.12,11,TP,FN
d288.s6.1.14,13,TP,FN
d288.s6.1.18,17,FN,FN
d288.s6.4.12,8,TP,FN
d288.s6.4.14,10,TP,FN
d288.s6.4.18,14,FN,FN
d288.s6.6.12,6,TP,FN
d288.s6.6.14,8,TP,FN
d288.s6.6.18,12,FN,FN
d289.s8.17.23,6,FN,FN
d289.s8.19.23,4,FN,FN
d289.s8.21.23,2,FN,FN
d289.s8.33.35,2,FN,FN
d289.s10.13.28,15,FN,FN
d290.s1.0.16,16,TP,TP
d290.s1.2.16,14,FN,FN
d290.s1.4.16,12,TP,TP
d290.s1.6.16,10,FN,FN
d290.s1.8.16,8,TP,TP
d291.s1.8.16,8,FN,FN
d291.s1.8.18,10,FN,FN
d291.s8.1.19,18,FN,FN
d291.s8.1.21,20,FN,FN
d291.s11.4.24,20,FN,FN
d291.s11.6.24,18,FN,FN
d291.s13.0.21,21,FN,FN
d291.s13.0.6,6,TP,TP
d291.s13.0.8,8,TP,TP
d291.s13.0.10,10,TP,TP
d291.s13.0.13,13,TP,TP
d293.s1.1.11,10,TP,TP
d293.s1.3.11,8,TP,TP
d293.s1.1.9,8,TP,TP
d293.s1.3.9,6,TP,TP
d293.s4.0.7,7,TP,FN
d293.s6.3.18,15,TP,TP
d293.s6.1.18,17,TP,TP
d293.s8.8.20,12,FN,FN
d293.s8.8.14,6,FN,FN
d294.s0.2.8,6,FN,FN
d294.s1.5.23,18,FN,FN
d294.s1.3.23,20,FN,FN
d294.s1.8.23,15,FN,FN
d294.s1.14.23,9,FN,FN
d294.s1.5.21,16,FN,FN
d294.s1.3.21,18,FN,FN
d294.s1.8.21,13,FN,FN
d294.s1.14.21,7,FN,FN
d294.s6.3.21,18,FN,FN
d294.s6.3.42,39,FN,FN
d294.s6.3.53,50,FN,FN
d294.s8.3.24,21,FN,FN
d294.s8.3.34,31,FN,FN
d294.s8.52.61,9,FN,FN
d294.s8.54.61,7,FN,FN
d295.s7.0.4,4,TP,FN
d295.s7.0.9,9,TP,FN
d295.s7.0.17,17,FN,FN
d295.s8.3.7,4,FN,FN
d295.s8.3.8,5,FN,FN
d296.s2.4.13,9,TP,TP
d296.s2.4.15,11,TP,TP
d296.s4.25.29,4,FN,FN
d296.s4.25.36,11,FN,FN
d296.s4.2.14,12,FN,FN
d296.s5.7.9,2,FN,FN
d296.s7.4.18,14,TP,TP
d296.s7.8.18,10,TP,TP
d296.s7.11.18,7,TP,TP
d296.s9.6.20,14,FN,FN
d296.s11.2.23,21,FN,FN
d296.s11.2.6,4,FN,FN
d296.s11.2.8,6,FN,FN
d296.s12.7.11,4,TP,TP
d297.s0.9.21,12,TP,FN
d297.s0.12.21,9,TP,FN
d297.s0.9.21,12,TP,FN
d297.s0.12.21,9,TP,FN
d297.s2.8.12,4,TP,FN
d297.s4.3.13,10,FN,FN
d297.s4.3.15,12,FN,FN
d297.s4.3.17,14,FN,FN
d297.s6.16.19,3,FN,FN
d297.s8.2.12,10,FN,FN
d297.s8.5.12,7,FN,FN
d299.s3.7.23,16,FN,FN
d300.s8.0.19,19,FN,FN
d300.s8.0.9,9,FN,FN
d300.s15.17.36,19,TP,FN
d300.s17.12.20,8,FN,FN
d300.s32.0.6,6,FN,FN
d301.s1.2.21,19,TP,TP
d301.s1.4.21,17,TP,TP
d301.s1.2.19,17,TP,TP
d301.s1.4.19,15,TP,TP
d301.s1.2.17,15,TP,TP
d301.s1.4.17,13,TP,TP
d301.s3.15.20,5,FN,FN
d301.s3.13.15,2,TP,TP
d301.s7.0.9,9,FN,FN
d301.s7.0.18,18,FN,FN
d302.s1.13.25,12,FN,FN
d302.s1.15.25,10,FN,FN
d302.s1.13.27,14,FN,FN
d302.s1.15.27,12,FN,FN
d302.s8.1.12,11,FN,FN
d303.s1.3.14,11,TP,TP
d303.s1.3.6,3,TP,TP
d303.s1.3.8,5,TP,TP
d303.s1.3.11,8,TP,TP
d303.s4.7.10,3,TP,TP
d303.s4.7.23,16,FN,FN
d303.s4.7.34,27,FN,FN
d303.s4.7.42,35,FN,FN
d303.s4.7.10,3,TP,TP
d303.s6.12.14,2,FN,FN
d303.s6.12.40,28,FN,FN
d303.s6.12.51,39,FN,FN
d303.s6.7.12,5,TP,TP
d303.s6.9.12,3,TP,TP
d303.s8.14.67,53,FN,FN
d303.s8.14.69,55,FN,FN
d303.s8.14.40,26,FN,FN
d303.s8.14.46,32,FN,FN
d304.s1.0.4,4,TP,TP
d304.s5.0.7,7,FN,FN
d305.s1.11.13,2,FN,FN
d306.s4.27.33,6,FN,FN
d306.s4.27.36,9,FN,FN
d308.s1.2.10,8,FN,FN
d308.s1.10.18,8,FN,FN
d309.s3.7.16,9,FN,FN
d309.s3.16.28,12,FN,FN
d309.s9.16.33,17,FN,FN
d309.s9.18.33,15,FN,FN
d310.s3.7.24,17,FN,FN
d310.s5.11.19,8,FN,FN
d310.s5.13.19,6,FN,FN
d310.s6.0.2,2,TP,TP
d310.s9.5.7,2,TP,FN
d310.s9.5.19,14,FN,FN
d310.s10.4.15,11,FN,FN
d312.s3.30.30,0,FN,FN
d312.s5.4.4,0,FN,FN
d312.s6.23.27,4,FN,FN
d313.s3.3.10,7,TP,TP
d313.s3.3.28,25,TP,TP
d313.s3.3.28,25,TP,TP
d313.s3.3.30,27,TP,TP
d313.s3.3.30,27,TP,TP
d313.s3.3.36,33,TP,TP
d313.s3.3.36,33,TP,TP
d313.s7.2.13,11,TP,TP
d313.s9.4.10,6,FN,FN
d313.s9.4.15,11,FN,FN
d314.s2.24.32,8,FN,FN
d314.s2.24.34,10,FN,FN
d314.s2.24.26,2,FN,FN
d314.s6.5.13,8,TP,TP
d314.s6.11.13,2,TP,TP
d314.s6.36.41,5,TP,TP
d315.s5.0.8,8,FN,FN
d319.s4.4.16,12,TP,TP
d319.s4.4.16,12,TP,TP
d319.s8.1.7,6,FN,FN
d319.s11.9.26,17,FN,FN
d321.s6.18.28,10,FN,FN
d321.s6.18.31,13,FN,FN
d321.s6.20.28,8,FN,FN
d321.s6.20.36,16,FN,FN
d321.s6.28.46,18,FN,FN
d321.s6.31.46,15,FN,FN
d321.s6.36.46,10,FN,FN
d321.s8.16.18,2,FN,FN
d321.s8.4.6,2,FN,FN
d321.s8.11.18,7,FN,FN
d321.s8.14.18,4,FN,FN
d322.s4.40.53,13,FN,FN
d323.s6.2.14,12,FN,FN
d323.s7.12.16,4,FN,FN
d323.s7.12.14,2,FN,FN
d323.s9.10.25,15,FN,FN
d323.s9.12.25,13,FN,FN
d323.s14.29.35,6,FN,FN
d326.s1.3.11,8,FN,FN
d326.s2.2.42,40,FN,FN
d326.s3.13.18,5,TP,TP
d326.s3.13.22,9,TP,TP
d326.s5.12.22,10,FN,FN
d327.s0.4.6,2,TP,FN
d327.s1.6.8,2,TP,TP
d327.s9.5.11,6,FN,FN
d327.s9.5.13,8,FN,FN
d327.s9.5.15,10,FN,FN
d327.s9.5.17,12,FN,FN
d327.s9.5.19,14,FN,FN
d327.s9.5.22,17,FN,FN
d327.s9.5.9,4,FN,FN
d328.s2.16.39,23,FN,FN
d328.s2.29.39,10,FN,FN
d328.s3.21.29,8,FN,FN
d328.s3.14.29,15,FN,FN
d329.s0.3.7,4,FN,FN
d329.s3.15.19,4,FN,FN
d329.s3.5.19,14,TP,TP
d330.s8.24.33,9,FN,FN
d330.s8.24.37,13,FN,FN
d331.s6.4.31,27,FN,FN
d332.s0.0.5,5,TP,TP
d332.s5.3.8,5,TP,TP
d333.s0.3.11,8,FN,FN
d333.s2.25.33,8,FN,FN
d333.s2.10.16,6,FN,FN
d333.s2.8.16,8,FN,FN
d333.s10.5.17,12,FN,FN
d334.s0.0.5,5,TP,TP
d334.s0.0.10,10,TP,TP
d334.s6.7.10,3,TP,TP
d334.s6.7.19,12,TP,TP
d334.s6.7.21,14,TP,TP
d335.s5.7.11,4,TP,TP
d335.s5.17.26,9,TP,TP
d335.s6.8.10,2,TP,TP
d335.s6.23.25,2,TP,TP
d337.s0.0.8,8,TP,TP
d337.s9.0.6,6,TP,TP
d337.s10.18.21,3,FN,FN
d337.s10.16.21,5,FN,FN
d337.s12.2.7,5,TP,TP
d337.s12.0.7,7,TP,TP
d337.s14.2.12,10,TP,FN
d338.s0.1.12,11,FN,FN
d338.s0.9.12,3,FN,FN
d338.s5.8.12,4,FN,FN
d338.s5.3.8,5,TP,TP
d338.s5.8.23,15,FN,FN
d338.s8.6.12,6,FN,FN
d339.s0.0.10,10,TP,FN
d339.s9.0.13,13,FN,FN
d343.s0.0.14,14,FN,FN
d343.s0.0.12,12,FN,FN
d343.s2.6.19,13,FN,FN
d343.s2.8.19,11,FN,FN
d343.s3.12.16,4,FN,FN
d343.s3.12.19,7,FN,FN
d343.s3.12.22,10,FN,FN
d343.s3.12.24,12,FN,FN
d343.s3.4.16,12,FN,FN
d343.s3.4.19,15,FN,FN
d343.s3.4.22,18,FN,FN
d343.s3.4.24,20,FN,FN
d343.s3.6.16,10,FN,FN
d343.s3.6.19,13,FN,FN
d343.s3.6.22,16,FN,FN
d343.s3.6.24,18,FN,FN
d343.s4.0.5,5,FN,FN
d343.s4.0.7,7,FN,FN
d343.s4.15.18,3,TP,FN
d343.s4.17.18,1,FN,FN
d343.s5.0.20,20,TP,TP
d343.s5.2.20,18,TP,TP
d343.s5.11.14,3,FN,FN
d343.s5.18.20,2,FN,FN
d343.s6.21.33,12,FN,FN
d343.s6.21.31,10,FN,FN
d343.s8.10.20,10,FN,FN
d343.s8.10.22,12,FN,FN
d345.s3.0.33,33,FN,FN
d345.s4.4.24,20,FN,FN
d345.s4.4.31,27,FN,FN
d345.s9.0.5,5,FN,FN
d346.s1.7.9,2,FN,FN
d346.s1.26.33,7,TP,FN
d346.s1.26.35,9,TP,FN
d346.s1.26.42,16,TP,FN
d346.s1.26.48,22,TP,FN
d346.s1.26.52,26,TP,FN
d346.s1.26.58,32,TP,FN
d346.s1.26.62,36,FN,FN
d346.s2.22.28,6,FN,FN
d346.s3.34.34,0,FN,FN
d346.s3.28.34,6,FN,FN
d346.s3.0.4,4,TP,TP
d346.s4.8.24,16,FN,FN
d346.s5.2.29,27,FN,FN
d346.s6.27.35,8,FN,FN
d346.s7.25.25,0,FN,FN
d347.s10.0.13,13,TP,FN
d347.s15.0.16,16,FN,FN
d347.s15.0.16,16,FN,FN
d349.s0.3.9,6,TP,FN
d349.s2.4.12,8,TP,FN
d349.s6.7.14,7,FN,FN
d349.s6.10.14,4,TP,TP
d349.s7.8.10,2,FN,TP
d349.s7.8.12,4,TP,TP
d349.s8.1.6,5,FN,FN
d349.s8.3.6,3,TP,TP
d349.s9.0.11,11,TP,TP
d349.s9.2.11,9,TP,TP
d349.s9.11.22,11,FN,FN
d349.s10.11.26,15,FN,FN
d349.s10.7.26,19,FN,FN
d349.s10.15.26,11,FN,FN
d349.s10.26.31,5,TP,TP
d349.s10.26.34,8,TP,FN
d349.s11.11.20,9,FN,FN
d349.s11.27.34,7,TP,TP
d349.s11.28.34,6,TP,TP
d349.s11.3.11,8,FN,TP
d349.s12.9.13,4,TP,FN
d349.s12.9.13,4,TP,FN
d352.s3.7.10,3,TP,TP
d355.s6.2.8,6,FN,FN
d355.s6.2.11,9,FN,FN
d355.s6.2.14,12,FN,FN
d355.s6.2.16,14,FN,FN
d355.s6.2.19,17,FN,FN
d355.s6.2.22,20,FN,FN
d356.s2.0.8,8,FN,FN
d356.s3.15.22,7,FN,FN
d356.s5.39.44,5,FN,FN
d356.s5.11.14,3,FN,FN
d358.s0.17.21,4,FN,FN
d358.s0.2.21,19,FN,FN
d358.s3.3.17,14,FN,FN
d358.s3.5.17,12,FN,FN
d358.s3.3.19,16,FN,FN
d358.s3.5.19,14,FN,FN
d358.s7.5.17,12,FN,FN
d358.s7.5.31,26,FN,FN
d358.s7.5.11,6,FN,FN
d358.s7.5.8,3,FN,FN
d360.s2.18.32,14,TP,FN
d361.s0.2.5,3,FN,FN
d361.s0.5.8,3,FN,FN
d361.s0.5.10,5,FN,FN
d361.s0.5.10,5,FN,FN
d361.s4.7.14,7,FN,FN
d361.s5.1.7,6,FN,FN
d361.s5.1.10,9,FN,FN
d361.s12.14.21,7,FN,FN
d361.s12.14.23,9,FN,FN
d361.s12.14.23,9,FN,FN
d361.s13.6.25,19,FN,FN
d363.s2.0.18,18,TP,TP
d363.s2.0.20,20,TP,TP
d363.s2.0.18,18,TP,TP
d363.s2.0.20,20,TP,TP
d363.s3.4.13,9,FN,FN
d363.s3.4.20,16,FN,FN
d363.s3.6.13,7,FN,FN
d363.s3.6.20,14,FN,FN
d363.s3.9.13,4,FN,FN
d363.s3.9.20,11,FN,FN
d363.s3.4.13,9,FN,FN
d363.s3.4.28,24,FN,FN
d363.s3.6.13,7,FN,FN
d363.s3.6.28,22,FN,FN
d363.s3.9.13,4,FN,FN
d363.s3.9.28,19,FN,FN
d365.s5.30.33,3,FN,FN
d365.s5.30.35,5,FN,FN
d366.s1.4.11,7,FN,FN
d366.s3.38.39,1,FN,FN
d366.s3.38.44,6,FN,FN
d366.s3.22.23,1,FN,FN
d366.s3.22.33,11,FN,FN
d366.s3.49.50,1,FN,FN
d366.s3.49.59,10,FN,FN
d366.s3.49.62,13,FN,FN
d366.s3.67.68,1,FN,FN
d366.s3.67.78,11,FN,FN
d366.s5.10.19,9,FN,FN
d367.s2.11.33,22,FN,FN
d367.s2.9.33,24,FN,FN
d367.s5.8.15,7,FN,FN
d368.s0.1.3,2,TP,TP
d368.s0.1.9,8,TP,TP
d368.s0.1.12,11,TP,FN
d368.s0.1.12,11,TP,FN
d368.s4.6.11,5,TP,TP
d368.s8.2.6,4,TP,FN
d368.s8.2.11,9,TP,TP
d368.s8.2.13,11,TP,TP
d372.s6.18.25,7,FN,FN
d372.s6.22.25,3,FN,FN
d372.s7.13.17,4,FN,FN
d374.s8.2.19,17,FN,FN
d374.s8.4.19,15,FN,FN
d374.s8.6.19,13,FN,FN
d374.s8.8.19,11,FN,FN
d374.s8.11.19,8,FN,FN
d374.s8.0.19,19,FN,FN
d377.s5.10.27,17,FN,FN
d377.s5.10.13,3,TP,TP
d377.s8.6.36,30,FN,FN
d378.s0.2.14,12,TP,TP
d378.s0.2.11,9,TP,TP
d378.s0.4.14,10,TP,TP
d378.s0.4.11,7,TP,TP
d378.s2.4.17,13,TP,TP
d378.s2.4.19,15,TP,TP
d378.s2.4.24,20,TP,TP
d378.s2.4.26,22,TP,TP
d378.s2.10.17,7,FN,FN
d378.s2.10.19,9,FN,FN
d378.s3.3.7,4,FN,FN
d378.s4.5.20,15,TP,FN
d378.s5.8.26,18,TP,FN
d378.s6.3.26,23,TP,TP
d378.s6.3.21,18,TP,TP
d378.s6.5.26,21,TP,TP
d378.s6.5.21,16,TP,TP
d378.s6.10.26,16,TP,FN
d378.s6.10.21,11,TP,TP
d378.s7.11.17,6,FN,FN
d378.s7.20.25,5,TP,FN
d379.s0.5.8,3,TP,TP
d379.s4.25.30,5,TP,TP
d379.s7.1.13,12,TP,TP
d379.s7.11.13,2,TP,TP
d380.s3.5.13,8,FN,FN
d380.s3.13.28,15,TP,FN
d380.s3.13.30,17,TP,FN
d380.s3.3.13,10,FN,FN
d381.s2.0.14,14,TP,FN
d381.s2.2.14,12,TP,TP
d381.s2.6.14,8,TP,TP
d381.s2.9.14,5,TP,TP
d381.s8.3.15,12,FN,FN
d381.s10.12.15,3,TP,FN
d382.s10.5.12,7,TP,TP
d383.s0.1.16,15,FN,FN
d383.s1.4.18,14,FN,FN
d383.s1.2.18,16,FN,FN
d383.s5.11.13,2,FN,FN
d384.s0.6.17,11,FN,FN
d384.s0.6.12,6,FN,FN
d384.s0.0.6,6,FN,FN
d384.s0.2.6,4,FN,FN
d384.s9.0.1,1,FN,FN
d384.s9.1.19,18,FN,FN
d386.s0.0.6,6,TP,TP
d386.s4.12.38,26,TP,TP
d386.s4.3.8,5,TP,TP
d386.s4.12.17,5,FN,FN
d386.s6.17.33,16,FN,FN
d386.s6.19.33,14,FN,FN
d386.s6.22.33,11,FN,FN
d386.s6.24.33,9,FN,FN
d386.s6.7.33,26,FN,FN
d386.s6.9.33,24,FN,FN
d386.s6.12.33,21,FN,FN
d386.s6.47.51,4,FN,FN
d386.s7.2.37,35,TP,TP
d386.s8.3.16,13,TP,TP
d386.s8.3.9,6,TP,TP
d387.s5.25.30,5,TP,TP
d387.s5.25.32,7,TP,TP
d387.s8.19.31,12,TP,TP
d387.s8.21.31,10,TP,TP
d390.s0.4.12,8,FN,FN
d390.s4.3.28,25,FN,FN
d392.s3.19.28,9,TP,TP
d392.s3.21.28,7,TP,TP
d392.s3.27.28,1,FN,FN
d393.s0.0.8,8,FN,FN
d393.s4.3.22,19,FN,FN
d393.s4.6.22,16,FN,FN
d393.s5.3.5,2,TP,TP
d393.s5.3.7,4,TP,FN
d393.s7.2.16,14,TP,TP
d393.s8.4.13,9,FN,FN
d394.s0.1.18,17,FN,FN
